Symbol,Days,RSI,AR,MD ,Calmar
FXE,14,89,1.22%,0.43%,2.8
FXE,14,90,1.22%,0.43%,2.8
FXE,14,91,1.22%,0.43%,2.8
FXE,14,92,1.22%,0.43%,2.8
FXE,14,93,1.22%,0.43%,2.8
FXE,14,94,1.22%,0.43%,2.8
FXE,14,95,1.22%,0.43%,2.8
IOO,14,86,1.22%,0.43%,2.8
IOO,14,87,1.22%,0.43%,2.8
IOO,14,88,1.22%,0.43%,2.8
IOO,14,89,1.22%,0.43%,2.8
IOO,14,90,1.22%,0.43%,2.8
IOO,14,91,1.22%,0.43%,2.8
IOO,14,92,1.22%,0.43%,2.8
IOO,14,93,1.22%,0.43%,2.8
IOO,14,94,1.22%,0.43%,2.8
IOO,14,95,1.22%,0.43%,2.8
RSPT,14,82,1.22%,0.43%,2.8
RSPT,14,83,1.22%,0.43%,2.8
RSPT,14,84,1.22%,0.43%,2.8
RSPT,14,85,1.22%,0.43%,2.8
RSPT,14,86,1.22%,0.43%,2.8
RSPT,14,87,1.22%,0.43%,2.8
RSPT,14,88,1.22%,0.43%,2.8
RSPT,14,89,1.22%,0.43%,2.8
RSPT,14,90,1.22%,0.43%,2.8
RSPT,14,91,1.22%,0.43%,2.8
RSPT,14,92,1.22%,0.43%,2.8
RSPT,14,93,1.22%,0.43%,2.8
RSPT,14,94,1.22%,0.43%,2.8
RSPT,14,95,1.22%,0.43%,2.8
SPTI,14,89,1.22%,0.43%,2.8
SPTI,14,90,1.22%,0.43%,2.8
SPTI,14,91,1.22%,0.43%,2.8
SPTI,14,92,1.22%,0.43%,2.8
SPTI,14,93,1.22%,0.43%,2.8
SPTI,14,94,1.22%,0.43%,2.8
SPTI,14,95,1.22%,0.43%,2.8
TQQQ,14,87,1.22%,0.43%,2.8
TQQQ,14,88,1.22%,0.43%,2.8
TQQQ,14,89,1.22%,0.43%,2.8
TQQQ,14,90,1.22%,0.43%,2.8
TQQQ,14,91,1.22%,0.43%,2.8
TQQQ,14,92,1.22%,0.43%,2.8
TQQQ,14,93,1.22%,0.43%,2.8
TQQQ,14,94,1.22%,0.43%,2.8
TQQQ,14,95,1.22%,0.43%,2.8
UNL,14,89,1.22%,0.43%,2.8
UNL,14,90,1.22%,0.43%,2.8
UNL,14,91,1.22%,0.43%,2.8
UNL,14,92,1.22%,0.43%,2.8
UNL,14,93,1.22%,0.43%,2.8
UNL,14,94,1.22%,0.43%,2.8
UNL,14,95,1.22%,0.43%,2.8
USCI,14,94,1.22%,0.43%,2.8
USCI,14,95,1.22%,0.43%,2.8
ZSL,14,90,1.22%,0.43%,2.8
ZSL,14,91,1.22%,0.43%,2.8
ZSL,14,92,1.22%,0.43%,2.8
ZSL,14,93,1.22%,0.43%,2.8
ZSL,14,94,1.22%,0.43%,2.8
ZSL,14,95,1.22%,0.43%,2.8
BIV,13,90,1.22%,0.43%,2.8
BIV,13,91,1.22%,0.43%,2.8
BIV,13,92,1.22%,0.43%,2.8
BIV,13,93,1.22%,0.43%,2.8
BIV,13,94,1.22%,0.43%,2.8
BIV,13,95,1.22%,0.43%,2.8
DHS,13,83,1.22%,0.43%,2.8
DHS,13,84,1.22%,0.43%,2.8
DHS,13,85,1.22%,0.43%,2.8
DHS,13,86,1.22%,0.43%,2.8
DHS,13,87,1.22%,0.43%,2.8
DHS,13,88,1.22%,0.43%,2.8
DHS,13,89,1.22%,0.43%,2.8
DHS,13,90,1.22%,0.43%,2.8
DHS,13,91,1.22%,0.43%,2.8
DHS,13,92,1.22%,0.43%,2.8
DHS,13,93,1.22%,0.43%,2.8
DHS,13,94,1.22%,0.43%,2.8
DHS,13,95,1.22%,0.43%,2.8
DTH,13,87,1.22%,0.43%,2.8
DTH,13,88,1.22%,0.43%,2.8
DTH,13,89,1.22%,0.43%,2.8
DTH,13,90,1.22%,0.43%,2.8
DTH,13,91,1.22%,0.43%,2.8
DTH,13,92,1.22%,0.43%,2.8
DTH,13,93,1.22%,0.43%,2.8
DTH,13,94,1.22%,0.43%,2.8
DTH,13,95,1.22%,0.43%,2.8
EWH,13,87,1.22%,0.43%,2.8
EWH,13,88,1.22%,0.43%,2.8
EWH,13,89,1.22%,0.43%,2.8
EWH,13,90,1.22%,0.43%,2.8
EWH,13,91,1.22%,0.43%,2.8
EWH,13,92,1.22%,0.43%,2.8
EWH,13,93,1.22%,0.43%,2.8
EWH,13,94,1.22%,0.43%,2.8
EWH,13,95,1.22%,0.43%,2.8
FDL,13,89,1.22%,0.43%,2.8
FDL,13,90,1.22%,0.43%,2.8
FDL,13,91,1.22%,0.43%,2.8
FDL,13,92,1.22%,0.43%,2.8
FDL,13,93,1.22%,0.43%,2.8
FDL,13,94,1.22%,0.43%,2.8
FDL,13,95,1.22%,0.43%,2.8
FXE,13,83,1.22%,0.43%,2.8
FXE,13,84,1.22%,0.43%,2.8
FXE,13,85,1.22%,0.43%,2.8
FXE,13,86,1.22%,0.43%,2.8
FXE,13,87,1.22%,0.43%,2.8
FXE,13,88,1.22%,0.43%,2.8
FXE,13,89,1.22%,0.43%,2.8
FXE,13,90,1.22%,0.43%,2.8
FXE,13,91,1.22%,0.43%,2.8
FXE,13,92,1.22%,0.43%,2.8
FXE,13,93,1.22%,0.43%,2.8
FXE,13,94,1.22%,0.43%,2.8
FXE,13,95,1.22%,0.43%,2.8
IOO,13,86,1.22%,0.43%,2.8
IOO,13,87,1.22%,0.43%,2.8
IOO,13,88,1.22%,0.43%,2.8
IOO,13,89,1.22%,0.43%,2.8
IOO,13,90,1.22%,0.43%,2.8
IOO,13,91,1.22%,0.43%,2.8
IOO,13,92,1.22%,0.43%,2.8
IOO,13,93,1.22%,0.43%,2.8
IOO,13,94,1.22%,0.43%,2.8
IOO,13,95,1.22%,0.43%,2.8
RSPT,13,83,1.22%,0.43%,2.8
RSPT,13,84,1.22%,0.43%,2.8
RSPT,13,85,1.22%,0.43%,2.8
RSPT,13,86,1.22%,0.43%,2.8
RSPT,13,87,1.22%,0.43%,2.8
RSPT,13,88,1.22%,0.43%,2.8
RSPT,13,89,1.22%,0.43%,2.8
RSPT,13,90,1.22%,0.43%,2.8
RSPT,13,91,1.22%,0.43%,2.8
RSPT,13,92,1.22%,0.43%,2.8
RSPT,13,93,1.22%,0.43%,2.8
RSPT,13,94,1.22%,0.43%,2.8
RSPT,13,95,1.22%,0.43%,2.8
SPTI,13,90,1.22%,0.43%,2.8
SPTI,13,91,1.22%,0.43%,2.8
SPTI,13,92,1.22%,0.43%,2.8
SPTI,13,93,1.22%,0.43%,2.8
SPTI,13,94,1.22%,0.43%,2.8
SPTI,13,95,1.22%,0.43%,2.8
TQQQ,13,88,1.22%,0.43%,2.8
TQQQ,13,89,1.22%,0.43%,2.8
TQQQ,13,90,1.22%,0.43%,2.8
TQQQ,13,91,1.22%,0.43%,2.8
TQQQ,13,92,1.22%,0.43%,2.8
TQQQ,13,93,1.22%,0.43%,2.8
TQQQ,13,94,1.22%,0.43%,2.8
TQQQ,13,95,1.22%,0.43%,2.8
UNL,13,90,1.22%,0.43%,2.8
UNL,13,91,1.22%,0.43%,2.8
UNL,13,92,1.22%,0.43%,2.8
UNL,13,93,1.22%,0.43%,2.8
UNL,13,94,1.22%,0.43%,2.8
UNL,13,95,1.22%,0.43%,2.8
USCI,13,94,1.22%,0.43%,2.8
USCI,13,95,1.22%,0.43%,2.8
ZSL,13,91,1.22%,0.43%,2.8
ZSL,13,92,1.22%,0.43%,2.8
ZSL,13,93,1.22%,0.43%,2.8
ZSL,13,94,1.22%,0.43%,2.8
ZSL,13,95,1.22%,0.43%,2.8
BIV,15,88,1.22%,0.43%,2.8
BIV,15,89,1.22%,0.43%,2.8
BIV,15,90,1.22%,0.43%,2.8
BIV,15,91,1.22%,0.43%,2.8
BIV,15,92,1.22%,0.43%,2.8
BIV,15,93,1.22%,0.43%,2.8
BIV,15,94,1.22%,0.43%,2.8
BIV,15,95,1.22%,0.43%,2.8
DHS,15,80,1.22%,0.43%,2.8
DHS,15,81,1.22%,0.43%,2.8
DHS,15,82,1.22%,0.43%,2.8
DHS,15,83,1.22%,0.43%,2.8
DHS,15,84,1.22%,0.43%,2.8
DHS,15,85,1.22%,0.43%,2.8
DHS,15,86,1.22%,0.43%,2.8
DHS,15,87,1.22%,0.43%,2.8
DHS,15,88,1.22%,0.43%,2.8
DHS,15,89,1.22%,0.43%,2.8
DHS,15,90,1.22%,0.43%,2.8
DHS,15,91,1.22%,0.43%,2.8
DHS,15,92,1.22%,0.43%,2.8
DHS,15,93,1.22%,0.43%,2.8
DHS,15,94,1.22%,0.43%,2.8
DHS,15,95,1.22%,0.43%,2.8
DTH,15,85,1.22%,0.43%,2.8
DTH,15,86,1.22%,0.43%,2.8
DTH,15,87,1.22%,0.43%,2.8
DTH,15,88,1.22%,0.43%,2.8
DTH,15,89,1.22%,0.43%,2.8
DTH,15,90,1.22%,0.43%,2.8
DTH,15,91,1.22%,0.43%,2.8
DTH,15,92,1.22%,0.43%,2.8
DTH,15,93,1.22%,0.43%,2.8
DTH,15,94,1.22%,0.43%,2.8
DTH,15,95,1.22%,0.43%,2.8
EWH,15,86,1.22%,0.43%,2.8
EWH,15,87,1.22%,0.43%,2.8
EWH,15,88,1.22%,0.43%,2.8
EWH,15,89,1.22%,0.43%,2.8
EWH,15,90,1.22%,0.43%,2.8
EWH,15,91,1.22%,0.43%,2.8
EWH,15,92,1.22%,0.43%,2.8
EWH,15,93,1.22%,0.43%,2.8
EWH,15,94,1.22%,0.43%,2.8
EWH,15,95,1.22%,0.43%,2.8
FDL,15,86,1.22%,0.43%,2.8
FDL,15,87,1.22%,0.43%,2.8
FDL,15,88,1.22%,0.43%,2.8
FDL,15,89,1.22%,0.43%,2.8
FDL,15,90,1.22%,0.43%,2.8
FDL,15,91,1.22%,0.43%,2.8
FDL,15,92,1.22%,0.43%,2.8
FDL,15,93,1.22%,0.43%,2.8
FDL,15,94,1.22%,0.43%,2.8
FDL,15,95,1.22%,0.43%,2.8
FXE,15,81,1.22%,0.43%,2.8
FXE,15,82,1.22%,0.43%,2.8
FXE,15,83,1.22%,0.43%,2.8
FXE,15,84,1.22%,0.43%,2.8
FXE,15,85,1.22%,0.43%,2.8
FXE,15,86,1.22%,0.43%,2.8
FXE,15,87,1.22%,0.43%,2.8
FXE,15,88,1.22%,0.43%,2.8
FXE,15,89,1.22%,0.43%,2.8
FXE,15,90,1.22%,0.43%,2.8
FXE,15,91,1.22%,0.43%,2.8
FXE,15,92,1.22%,0.43%,2.8
FXE,15,93,1.22%,0.43%,2.8
FXE,15,94,1.22%,0.43%,2.8
FXE,15,95,1.22%,0.43%,2.8
IOO,15,85,1.22%,0.43%,2.8
IOO,15,86,1.22%,0.43%,2.8
IOO,15,87,1.22%,0.43%,2.8
IOO,15,88,1.22%,0.43%,2.8
IOO,15,89,1.22%,0.43%,2.8
IOO,15,90,1.22%,0.43%,2.8
IOO,15,91,1.22%,0.43%,2.8
IOO,15,92,1.22%,0.43%,2.8
IOO,15,93,1.22%,0.43%,2.8
IOO,15,94,1.22%,0.43%,2.8
IOO,15,95,1.22%,0.43%,2.8
RSPT,15,81,1.22%,0.43%,2.8
RSPT,15,82,1.22%,0.43%,2.8
RSPT,15,83,1.22%,0.43%,2.8
RSPT,15,84,1.22%,0.43%,2.8
RSPT,15,85,1.22%,0.43%,2.8
RSPT,15,86,1.22%,0.43%,2.8
RSPT,15,87,1.22%,0.43%,2.8
RSPT,15,88,1.22%,0.43%,2.8
RSPT,15,89,1.22%,0.43%,2.8
RSPT,15,90,1.22%,0.43%,2.8
RSPT,15,91,1.22%,0.43%,2.8
RSPT,15,92,1.22%,0.43%,2.8
RSPT,15,93,1.22%,0.43%,2.8
RSPT,15,94,1.22%,0.43%,2.8
RSPT,15,95,1.22%,0.43%,2.8
SPTI,15,88,1.22%,0.43%,2.8
SPTI,15,89,1.22%,0.43%,2.8
SPTI,15,90,1.22%,0.43%,2.8
SPTI,15,91,1.22%,0.43%,2.8
SPTI,15,92,1.22%,0.43%,2.8
SPTI,15,93,1.22%,0.43%,2.8
SPTI,15,94,1.22%,0.43%,2.8
SPTI,15,95,1.22%,0.43%,2.8
TQQQ,15,86,1.22%,0.43%,2.8
TQQQ,15,87,1.22%,0.43%,2.8
TQQQ,15,88,1.22%,0.43%,2.8
TQQQ,15,89,1.22%,0.43%,2.8
TQQQ,15,90,1.22%,0.43%,2.8
TQQQ,15,91,1.22%,0.43%,2.8
TQQQ,15,92,1.22%,0.43%,2.8
TQQQ,15,93,1.22%,0.43%,2.8
TQQQ,15,94,1.22%,0.43%,2.8
TQQQ,15,95,1.22%,0.43%,2.8
UNL,15,89,1.22%,0.43%,2.8
UNL,15,90,1.22%,0.43%,2.8
UNL,15,91,1.22%,0.43%,2.8
UNL,15,92,1.22%,0.43%,2.8
UNL,15,93,1.22%,0.43%,2.8
UNL,15,94,1.22%,0.43%,2.8
UNL,15,95,1.22%,0.43%,2.8
USCI,15,93,1.22%,0.43%,2.8
USCI,15,94,1.22%,0.43%,2.8
USCI,15,95,1.22%,0.43%,2.8
ZSL,15,90,1.22%,0.43%,2.8
ZSL,15,91,1.22%,0.43%,2.8
ZSL,15,92,1.22%,0.43%,2.8
ZSL,15,93,1.22%,0.43%,2.8
ZSL,15,94,1.22%,0.43%,2.8
ZSL,15,95,1.22%,0.43%,2.8
BIV,6,95,1.21%,0.43%,2.8
BIV,7,94,1.21%,0.43%,2.8
BIV,7,95,1.21%,0.43%,2.8
BIV,8,94,1.21%,0.43%,2.8
BIV,8,95,1.21%,0.43%,2.8
BIV,9,93,1.21%,0.43%,2.8
BIV,9,94,1.21%,0.43%,2.8
BIV,9,95,1.21%,0.43%,2.8
BIV,10,92,1.21%,0.43%,2.8
BIV,10,93,1.21%,0.43%,2.8
BIV,10,94,1.21%,0.43%,2.8
BIV,10,95,1.21%,0.43%,2.8
DHS,6,95,1.21%,0.43%,2.8
DHS,7,93,1.21%,0.43%,2.8
DHS,7,94,1.21%,0.43%,2.8
DHS,7,95,1.21%,0.43%,2.8
DHS,8,91,1.21%,0.43%,2.8
DHS,8,92,1.21%,0.43%,2.8
DHS,8,93,1.21%,0.43%,2.8
DHS,8,94,1.21%,0.43%,2.8
DHS,8,95,1.21%,0.43%,2.8
DHS,9,89,1.21%,0.43%,2.8
DHS,9,90,1.21%,0.43%,2.8
DHS,9,91,1.21%,0.43%,2.8
DHS,9,92,1.21%,0.43%,2.8
DHS,9,93,1.21%,0.43%,2.8
DHS,9,94,1.21%,0.43%,2.8
DHS,9,95,1.21%,0.43%,2.8
DHS,10,88,1.21%,0.43%,2.8
DHS,10,89,1.21%,0.43%,2.8
DHS,10,90,1.21%,0.43%,2.8
DHS,10,91,1.21%,0.43%,2.8
DHS,10,92,1.21%,0.43%,2.8
DHS,10,93,1.21%,0.43%,2.8
DHS,10,94,1.21%,0.43%,2.8
DHS,10,95,1.21%,0.43%,2.8
DTH,6,95,1.21%,0.43%,2.8
DTH,7,94,1.21%,0.43%,2.8
DTH,7,95,1.21%,0.43%,2.8
DTH,8,92,1.21%,0.43%,2.8
DTH,8,93,1.21%,0.43%,2.8
DTH,8,94,1.21%,0.43%,2.8
DTH,8,95,1.21%,0.43%,2.8
DTH,9,90,1.21%,0.43%,2.8
DTH,9,91,1.21%,0.43%,2.8
DTH,9,92,1.21%,0.43%,2.8
DTH,9,93,1.21%,0.43%,2.8
DTH,9,94,1.21%,0.43%,2.8
DTH,9,95,1.21%,0.43%,2.8
DTH,10,89,1.21%,0.43%,2.8
DTH,10,90,1.21%,0.43%,2.8
DTH,10,91,1.21%,0.43%,2.8
DTH,10,92,1.21%,0.43%,2.8
DTH,10,93,1.21%,0.43%,2.8
DTH,10,94,1.21%,0.43%,2.8
DTH,10,95,1.21%,0.43%,2.8
EWH,6,95,1.21%,0.43%,2.8
EWH,7,94,1.21%,0.43%,2.8
EWH,7,95,1.21%,0.43%,2.8
EWH,8,93,1.21%,0.43%,2.8
EWH,8,94,1.21%,0.43%,2.8
EWH,8,95,1.21%,0.43%,2.8
EWH,9,92,1.21%,0.43%,2.8
EWH,9,93,1.21%,0.43%,2.8
EWH,9,94,1.21%,0.43%,2.8
EWH,9,95,1.21%,0.43%,2.8
EWH,10,90,1.21%,0.43%,2.8
EWH,10,91,1.21%,0.43%,2.8
EWH,10,92,1.21%,0.43%,2.8
EWH,10,93,1.21%,0.43%,2.8
EWH,10,94,1.21%,0.43%,2.8
EWH,10,95,1.21%,0.43%,2.8
FDL,9,95,1.21%,0.43%,2.8
FDL,10,93,1.21%,0.43%,2.8
FDL,10,94,1.21%,0.43%,2.8
FDL,10,95,1.21%,0.43%,2.8
FXE,6,94,1.21%,0.43%,2.8
FXE,6,95,1.21%,0.43%,2.8
FXE,7,92,1.21%,0.43%,2.8
FXE,7,93,1.21%,0.43%,2.8
FXE,7,94,1.21%,0.43%,2.8
FXE,7,95,1.21%,0.43%,2.8
FXE,8,90,1.21%,0.43%,2.8
FXE,8,91,1.21%,0.43%,2.8
FXE,8,92,1.21%,0.43%,2.8
FXE,8,93,1.21%,0.43%,2.8
FXE,8,94,1.21%,0.43%,2.8
FXE,8,95,1.21%,0.43%,2.8
FXE,9,88,1.21%,0.43%,2.8
FXE,9,89,1.21%,0.43%,2.8
FXE,9,90,1.21%,0.43%,2.8
FXE,9,91,1.21%,0.43%,2.8
FXE,9,92,1.21%,0.43%,2.8
FXE,9,93,1.21%,0.43%,2.8
FXE,9,94,1.21%,0.43%,2.8
FXE,9,95,1.21%,0.43%,2.8
FXE,10,87,1.21%,0.43%,2.8
FXE,10,88,1.21%,0.43%,2.8
FXE,10,89,1.21%,0.43%,2.8
FXE,10,90,1.21%,0.43%,2.8
FXE,10,91,1.21%,0.43%,2.8
FXE,10,92,1.21%,0.43%,2.8
FXE,10,93,1.21%,0.43%,2.8
FXE,10,94,1.21%,0.43%,2.8
FXE,10,95,1.21%,0.43%,2.8
IOO,6,93,1.21%,0.43%,2.8
IOO,6,94,1.21%,0.43%,2.8
IOO,6,95,1.21%,0.43%,2.8
IOO,7,91,1.21%,0.43%,2.8
IOO,7,92,1.21%,0.43%,2.8
IOO,7,93,1.21%,0.43%,2.8
IOO,7,94,1.21%,0.43%,2.8
IOO,7,95,1.21%,0.43%,2.8
IOO,8,90,1.21%,0.43%,2.8
IOO,8,91,1.21%,0.43%,2.8
IOO,8,92,1.21%,0.43%,2.8
IOO,8,93,1.21%,0.43%,2.8
IOO,8,94,1.21%,0.43%,2.8
IOO,8,95,1.21%,0.43%,2.8
IOO,9,89,1.21%,0.43%,2.8
IOO,9,90,1.21%,0.43%,2.8
IOO,9,91,1.21%,0.43%,2.8
IOO,9,92,1.21%,0.43%,2.8
IOO,9,93,1.21%,0.43%,2.8
IOO,9,94,1.21%,0.43%,2.8
IOO,9,95,1.21%,0.43%,2.8
IOO,10,89,1.21%,0.43%,2.8
IOO,10,90,1.21%,0.43%,2.8
IOO,10,91,1.21%,0.43%,2.8
IOO,10,92,1.21%,0.43%,2.8
IOO,10,93,1.21%,0.43%,2.8
IOO,10,94,1.21%,0.43%,2.8
IOO,10,95,1.21%,0.43%,2.8
RSPT,10,87,1.21%,0.43%,2.8
RSPT,10,88,1.21%,0.43%,2.8
RSPT,10,89,1.21%,0.43%,2.8
RSPT,10,90,1.21%,0.43%,2.8
RSPT,10,91,1.21%,0.43%,2.8
RSPT,10,92,1.21%,0.43%,2.8
RSPT,10,93,1.21%,0.43%,2.8
RSPT,10,94,1.21%,0.43%,2.8
RSPT,10,95,1.21%,0.43%,2.8
SPTI,7,94,1.21%,0.43%,2.8
SPTI,7,95,1.21%,0.43%,2.8
SPTI,8,93,1.21%,0.43%,2.8
SPTI,8,94,1.21%,0.43%,2.8
SPTI,8,95,1.21%,0.43%,2.8
SPTI,9,92,1.21%,0.43%,2.8
SPTI,9,93,1.21%,0.43%,2.8
SPTI,9,94,1.21%,0.43%,2.8
SPTI,9,95,1.21%,0.43%,2.8
SPTI,10,92,1.21%,0.43%,2.8
SPTI,10,93,1.21%,0.43%,2.8
SPTI,10,94,1.21%,0.43%,2.8
SPTI,10,95,1.21%,0.43%,2.8
TQQQ,10,91,1.21%,0.43%,2.8
TQQQ,10,92,1.21%,0.43%,2.8
TQQQ,10,93,1.21%,0.43%,2.8
TQQQ,10,94,1.21%,0.43%,2.8
TQQQ,10,95,1.21%,0.43%,2.8
UNL,8,95,1.21%,0.43%,2.8
UNL,9,94,1.21%,0.43%,2.8
UNL,9,95,1.21%,0.43%,2.8
UNL,10,93,1.21%,0.43%,2.8
UNL,10,94,1.21%,0.43%,2.8
UNL,10,95,1.21%,0.43%,2.8
ZSL,9,95,1.21%,0.43%,2.8
ZSL,10,94,1.21%,0.43%,2.8
ZSL,10,95,1.21%,0.43%,2.8
USCI,8,88,1.21%,13.58%,0.1
BIV,12,90,1.21%,0.43%,2.8
BIV,12,91,1.21%,0.43%,2.8
BIV,12,92,1.21%,0.43%,2.8
BIV,12,93,1.21%,0.43%,2.8
BIV,12,94,1.21%,0.43%,2.8
BIV,12,95,1.21%,0.43%,2.8
DHS,12,84,1.21%,0.43%,2.8
DHS,12,85,1.21%,0.43%,2.8
DHS,12,86,1.21%,0.43%,2.8
DHS,12,87,1.21%,0.43%,2.8
DHS,12,88,1.21%,0.43%,2.8
DHS,12,89,1.21%,0.43%,2.8
DHS,12,90,1.21%,0.43%,2.8
DHS,12,91,1.21%,0.43%,2.8
DHS,12,92,1.21%,0.43%,2.8
DHS,12,93,1.21%,0.43%,2.8
DHS,12,94,1.21%,0.43%,2.8
DHS,12,95,1.21%,0.43%,2.8
DTH,12,87,1.21%,0.43%,2.8
DTH,12,88,1.21%,0.43%,2.8
DTH,12,89,1.21%,0.43%,2.8
DTH,12,90,1.21%,0.43%,2.8
DTH,12,91,1.21%,0.43%,2.8
DTH,12,92,1.21%,0.43%,2.8
DTH,12,93,1.21%,0.43%,2.8
DTH,12,94,1.21%,0.43%,2.8
DTH,12,95,1.21%,0.43%,2.8
EWH,12,88,1.21%,0.43%,2.8
EWH,12,89,1.21%,0.43%,2.8
EWH,12,90,1.21%,0.43%,2.8
EWH,12,91,1.21%,0.43%,2.8
EWH,12,92,1.21%,0.43%,2.8
EWH,12,93,1.21%,0.43%,2.8
EWH,12,94,1.21%,0.43%,2.8
EWH,12,95,1.21%,0.43%,2.8
FDL,12,90,1.21%,0.43%,2.8
FDL,12,91,1.21%,0.43%,2.8
FDL,12,92,1.21%,0.43%,2.8
FDL,12,93,1.21%,0.43%,2.8
FDL,12,94,1.21%,0.43%,2.8
FDL,12,95,1.21%,0.43%,2.8
FXE,12,84,1.21%,0.43%,2.8
FXE,12,85,1.21%,0.43%,2.8
FXE,12,86,1.21%,0.43%,2.8
FXE,12,87,1.21%,0.43%,2.8
FXE,12,88,1.21%,0.43%,2.8
FXE,12,89,1.21%,0.43%,2.8
FXE,12,90,1.21%,0.43%,2.8
FXE,12,91,1.21%,0.43%,2.8
FXE,12,92,1.21%,0.43%,2.8
FXE,12,93,1.21%,0.43%,2.8
FXE,12,94,1.21%,0.43%,2.8
FXE,12,95,1.21%,0.43%,2.8
IOO,12,87,1.21%,0.43%,2.8
IOO,12,88,1.21%,0.43%,2.8
IOO,12,89,1.21%,0.43%,2.8
IOO,12,90,1.21%,0.43%,2.8
IOO,12,91,1.21%,0.43%,2.8
IOO,12,92,1.21%,0.43%,2.8
IOO,12,93,1.21%,0.43%,2.8
IOO,12,94,1.21%,0.43%,2.8
IOO,12,95,1.21%,0.43%,2.8
RSPT,12,84,1.21%,0.43%,2.8
RSPT,12,85,1.21%,0.43%,2.8
RSPT,12,86,1.21%,0.43%,2.8
RSPT,12,87,1.21%,0.43%,2.8
RSPT,12,88,1.21%,0.43%,2.8
RSPT,12,89,1.21%,0.43%,2.8
RSPT,12,90,1.21%,0.43%,2.8
RSPT,12,91,1.21%,0.43%,2.8
RSPT,12,92,1.21%,0.43%,2.8
RSPT,12,93,1.21%,0.43%,2.8
RSPT,12,94,1.21%,0.43%,2.8
RSPT,12,95,1.21%,0.43%,2.8
SPTI,12,90,1.21%,0.43%,2.8
SPTI,12,91,1.21%,0.43%,2.8
SPTI,12,92,1.21%,0.43%,2.8
SPTI,12,93,1.21%,0.43%,2.8
SPTI,12,94,1.21%,0.43%,2.8
SPTI,12,95,1.21%,0.43%,2.8
TQQQ,12,89,1.21%,0.43%,2.8
TQQQ,12,90,1.21%,0.43%,2.8
TQQQ,12,91,1.21%,0.43%,2.8
TQQQ,12,92,1.21%,0.43%,2.8
TQQQ,12,93,1.21%,0.43%,2.8
TQQQ,12,94,1.21%,0.43%,2.8
TQQQ,12,95,1.21%,0.43%,2.8
UNL,12,91,1.21%,0.43%,2.8
UNL,12,92,1.21%,0.43%,2.8
UNL,12,93,1.21%,0.43%,2.8
UNL,12,94,1.21%,0.43%,2.8
UNL,12,95,1.21%,0.43%,2.8
USCI,12,95,1.21%,0.43%,2.8
ZSL,12,92,1.21%,0.43%,2.8
ZSL,12,93,1.21%,0.43%,2.8
ZSL,12,94,1.21%,0.43%,2.8
ZSL,12,95,1.21%,0.43%,2.8
BIV,11,91,1.21%,0.43%,2.8
BIV,11,92,1.21%,0.43%,2.8
BIV,11,93,1.21%,0.43%,2.8
BIV,11,94,1.21%,0.43%,2.8
BIV,11,95,1.21%,0.43%,2.8
DHS,11,86,1.21%,0.43%,2.8
DHS,11,87,1.21%,0.43%,2.8
DHS,11,88,1.21%,0.43%,2.8
DHS,11,89,1.21%,0.43%,2.8
DHS,11,90,1.21%,0.43%,2.8
DHS,11,91,1.21%,0.43%,2.8
DHS,11,92,1.21%,0.43%,2.8
DHS,11,93,1.21%,0.43%,2.8
DHS,11,94,1.21%,0.43%,2.8
DHS,11,95,1.21%,0.43%,2.8
DTH,11,88,1.21%,0.43%,2.8
DTH,11,89,1.21%,0.43%,2.8
DTH,11,90,1.21%,0.43%,2.8
DTH,11,91,1.21%,0.43%,2.8
DTH,11,92,1.21%,0.43%,2.8
DTH,11,93,1.21%,0.43%,2.8
DTH,11,94,1.21%,0.43%,2.8
DTH,11,95,1.21%,0.43%,2.8
EWH,11,89,1.21%,0.43%,2.8
EWH,11,90,1.21%,0.43%,2.8
EWH,11,91,1.21%,0.43%,2.8
EWH,11,92,1.21%,0.43%,2.8
EWH,11,93,1.21%,0.43%,2.8
EWH,11,94,1.21%,0.43%,2.8
EWH,11,95,1.21%,0.43%,2.8
FDL,11,92,1.21%,0.43%,2.8
FDL,11,93,1.21%,0.43%,2.8
FDL,11,94,1.21%,0.43%,2.8
FDL,11,95,1.21%,0.43%,2.8
FXE,11,85,1.21%,0.43%,2.8
FXE,11,86,1.21%,0.43%,2.8
FXE,11,87,1.21%,0.43%,2.8
FXE,11,88,1.21%,0.43%,2.8
FXE,11,89,1.21%,0.43%,2.8
FXE,11,90,1.21%,0.43%,2.8
FXE,11,91,1.21%,0.43%,2.8
FXE,11,92,1.21%,0.43%,2.8
FXE,11,93,1.21%,0.43%,2.8
FXE,11,94,1.21%,0.43%,2.8
FXE,11,95,1.21%,0.43%,2.8
IOO,11,88,1.21%,0.43%,2.8
IOO,11,89,1.21%,0.43%,2.8
IOO,11,90,1.21%,0.43%,2.8
IOO,11,91,1.21%,0.43%,2.8
IOO,11,92,1.21%,0.43%,2.8
IOO,11,93,1.21%,0.43%,2.8
IOO,11,94,1.21%,0.43%,2.8
IOO,11,95,1.21%,0.43%,2.8
RSPT,11,86,1.21%,0.43%,2.8
RSPT,11,87,1.21%,0.43%,2.8
RSPT,11,88,1.21%,0.43%,2.8
RSPT,11,89,1.21%,0.43%,2.8
RSPT,11,90,1.21%,0.43%,2.8
RSPT,11,91,1.21%,0.43%,2.8
