Lookback (days),RSIs,symbol,AR (%),sharpe_ratio,MD ,calmer_ratio
8,77,RINF,1.28%,0.2,38.56%,0.0
6,95,ZSL,1.28%,0.3,9.75%,0.1
6,92,DHS,1.28%,0.8,5.03%,0.3
12,65,DTH,1.28%,0.2,52.52%,0.0
6,88,RINF,1.28%,0.2,21.82%,0.1
4,77,FXE,1.28%,0.2,47.23%,0.0
13,90,XMPT,1.27%,0.2,13.86%,0.1
11,83,ZSL,1.27%,0.2,11.52%,0.1
14,86,USCI,1.27%,0.5,5.25%,0.2
8,86,EWH,1.27%,0.3,8.41%,0.2
15,85,USCI,1.27%,0.5,5.25%,0.2
11,78,UNL,1.27%,0.2,11.07%,0.1
12,85,FDL,1.26%,0.4,6.60%,0.2
8,91,FDL,1.26%,0.4,8.96%,0.1
15,91,XMPT,1.26%,4.5,0.41%,3.1
15,92,XMPT,1.26%,4.5,0.41%,3.1
15,93,XMPT,1.26%,4.5,0.41%,3.1
15,94,XMPT,1.26%,4.5,0.41%,3.1
15,95,XMPT,1.26%,4.5,0.41%,3.1
14,92,XMPT,1.26%,4.5,0.41%,3.1
14,93,XMPT,1.26%,4.5,0.41%,3.1
14,94,XMPT,1.26%,4.5,0.41%,3.1
14,95,XMPT,1.26%,4.5,0.41%,3.1
13,93,XMPT,1.26%,4.5,0.41%,3.1
13,94,XMPT,1.26%,4.5,0.41%,3.1
13,95,XMPT,1.26%,4.5,0.41%,3.1
10,90,ZSL,1.26%,0.3,9.75%,0.1
12,94,XMPT,1.26%,4.5,0.41%,3.1
12,95,XMPT,1.26%,4.5,0.41%,3.1
11,95,XMPT,1.26%,4.5,0.41%,3.1
11,89,ZSL,1.26%,0.3,9.75%,0.1
3,90,SPHD,1.26%,0.2,37.11%,0.0
9,86,USCI,1.26%,0.2,18.50%,0.1
11,77,UNL,1.25%,0.2,15.34%,0.1
15,82,ZSL,1.25%,0.2,11.52%,0.1
11,86,ZSL,1.25%,0.2,11.52%,0.1
15,82,SPLV,1.24%,4.5,0.41%,3.0
15,83,SPLV,1.24%,4.5,0.41%,3.0
15,84,SPLV,1.24%,4.5,0.41%,3.0
15,85,SPLV,1.24%,4.5,0.41%,3.0
15,86,SPLV,1.24%,4.5,0.41%,3.0
15,87,SPLV,1.24%,4.5,0.41%,3.0
15,88,SPLV,1.24%,4.5,0.41%,3.0
15,89,SPLV,1.24%,4.5,0.41%,3.0
15,90,SPLV,1.24%,4.5,0.41%,3.0
15,91,SPLV,1.24%,4.5,0.41%,3.0
15,92,SPLV,1.24%,4.5,0.41%,3.0
15,93,SPLV,1.24%,4.5,0.41%,3.0
15,94,SPLV,1.24%,4.5,0.41%,3.0
15,95,SPLV,1.24%,4.5,0.41%,3.0
7,94,SPLV,1.24%,4.5,0.43%,2.9
7,95,SPLV,1.24%,4.5,0.43%,2.9
8,92,SPLV,1.24%,4.5,0.43%,2.9
8,93,SPLV,1.24%,4.5,0.43%,2.9
8,94,SPLV,1.24%,4.5,0.43%,2.9
8,95,SPLV,1.24%,4.5,0.43%,2.9
9,90,SPLV,1.24%,4.5,0.43%,2.9
9,91,SPLV,1.24%,4.5,0.43%,2.9
9,92,SPLV,1.24%,4.5,0.43%,2.9
9,93,SPLV,1.24%,4.5,0.43%,2.9
9,94,SPLV,1.24%,4.5,0.43%,2.9
9,95,SPLV,1.24%,4.5,0.43%,2.9
10,89,SPLV,1.24%,4.5,0.43%,2.9
10,90,SPLV,1.24%,4.5,0.43%,2.9
10,91,SPLV,1.24%,4.5,0.43%,2.9
10,92,SPLV,1.24%,4.5,0.43%,2.9
10,93,SPLV,1.24%,4.5,0.43%,2.9
10,94,SPLV,1.24%,4.5,0.43%,2.9
10,95,SPLV,1.24%,4.5,0.43%,2.9
14,83,SPLV,1.24%,4.5,0.41%,3.0
14,84,SPLV,1.24%,4.5,0.41%,3.0
14,85,SPLV,1.24%,4.5,0.41%,3.0
14,86,SPLV,1.24%,4.5,0.41%,3.0
14,87,SPLV,1.24%,4.5,0.41%,3.0
14,88,SPLV,1.24%,4.5,0.41%,3.0
14,89,SPLV,1.24%,4.5,0.41%,3.0
14,90,SPLV,1.24%,4.5,0.41%,3.0
14,91,SPLV,1.24%,4.5,0.41%,3.0
14,92,SPLV,1.24%,4.5,0.41%,3.0
14,93,SPLV,1.24%,4.5,0.41%,3.0
14,94,SPLV,1.24%,4.5,0.41%,3.0
14,95,SPLV,1.24%,4.5,0.41%,3.0
4,90,EWH,1.24%,0.2,18.97%,0.1
13,84,SPLV,1.24%,4.5,0.41%,3.0
13,85,SPLV,1.24%,4.5,0.41%,3.0
13,86,SPLV,1.24%,4.5,0.41%,3.0
13,87,SPLV,1.24%,4.5,0.41%,3.0
13,88,SPLV,1.24%,4.5,0.41%,3.0
13,89,SPLV,1.24%,4.5,0.41%,3.0
13,90,SPLV,1.24%,4.5,0.41%,3.0
13,91,SPLV,1.24%,4.5,0.41%,3.0
13,92,SPLV,1.24%,4.5,0.41%,3.0
13,93,SPLV,1.24%,4.5,0.41%,3.0
13,94,SPLV,1.24%,4.5,0.41%,3.0
13,95,SPLV,1.24%,4.5,0.41%,3.0
12,85,SPLV,1.24%,4.5,0.41%,3.0
12,86,SPLV,1.24%,4.5,0.41%,3.0
12,87,SPLV,1.24%,4.5,0.41%,3.0
12,88,SPLV,1.24%,4.5,0.41%,3.0
12,89,SPLV,1.24%,4.5,0.41%,3.0
12,90,SPLV,1.24%,4.5,0.41%,3.0
12,91,SPLV,1.24%,4.5,0.41%,3.0
12,92,SPLV,1.24%,4.5,0.41%,3.0
12,93,SPLV,1.24%,4.5,0.41%,3.0
12,94,SPLV,1.24%,4.5,0.41%,3.0
12,95,SPLV,1.24%,4.5,0.41%,3.0
14,78,BIV,1.24%,0.1,35.26%,0.0
10,80,ZSL,1.24%,0.2,28.47%,0.0
11,65,EWH,1.24%,0.2,43.16%,0.0
11,87,SPLV,1.24%,4.5,0.43%,2.9
11,88,SPLV,1.24%,4.5,0.43%,2.9
11,89,SPLV,1.24%,4.5,0.43%,2.9
11,90,SPLV,1.24%,4.5,0.43%,2.9
11,91,SPLV,1.24%,4.5,0.43%,2.9
11,92,SPLV,1.24%,4.5,0.43%,2.9
11,93,SPLV,1.24%,4.5,0.43%,2.9
11,94,SPLV,1.24%,4.5,0.43%,2.9
11,95,SPLV,1.24%,4.5,0.43%,2.9
11,87,PHDG,1.24%,2.1,2.36%,0.5
11,88,PHDG,1.24%,2.1,2.36%,0.5
10,88,PHDG,1.24%,2.1,2.36%,0.5
4,95,SPTI,1.24%,0.1,26.54%,0.0
4,82,BIV,1.24%,0.2,72.22%,0.0
15,78,USCI,1.24%,0.2,16.68%,0.1
14,82,GNMA,1.24%,0.2,13.25%,0.1
5,86,EWH,1.23%,0.2,24.30%,0.1
14,85,USCI,1.23%,0.4,6.87%,0.2
7,89,EWH,1.23%,0.7,5.24%,0.2
9,81,BIV,1.23%,0.1,41.34%,0.0
4,77,EWH,1.23%,0.2,52.46%,0.0
15,79,SPHD,1.22%,1.9,2.52%,0.5
14,80,SPHD,1.22%,1.9,2.52%,0.5
14,89,BIV,1.22%,4.4,0.43%,2.8
14,90,BIV,1.22%,4.4,0.43%,2.8
14,91,BIV,1.22%,4.4,0.43%,2.8
14,92,BIV,1.22%,4.4,0.43%,2.8
14,93,BIV,1.22%,4.4,0.43%,2.8
14,94,BIV,1.22%,4.4,0.43%,2.8
14,95,BIV,1.22%,4.4,0.43%,2.8
14,82,DHS,1.22%,4.4,0.43%,2.8
14,83,DHS,1.22%,4.4,0.43%,2.8
14,84,DHS,1.22%,4.4,0.43%,2.8
14,85,DHS,1.22%,4.4,0.43%,2.8
14,86,DHS,1.22%,4.4,0.43%,2.8
14,87,DHS,1.22%,4.4,0.43%,2.8
14,88,DHS,1.22%,4.4,0.43%,2.8
14,89,DHS,1.22%,4.4,0.43%,2.8
14,90,DHS,1.22%,4.4,0.43%,2.8
14,91,DHS,1.22%,4.4,0.43%,2.8
14,92,DHS,1.22%,4.4,0.43%,2.8
14,93,DHS,1.22%,4.4,0.43%,2.8
14,94,DHS,1.22%,4.4,0.43%,2.8
14,95,DHS,1.22%,4.4,0.43%,2.8
14,86,DTH,1.22%,4.4,0.43%,2.8
14,87,DTH,1.22%,4.4,0.43%,2.8
14,88,DTH,1.22%,4.4,0.43%,2.8
14,89,DTH,1.22%,4.4,0.43%,2.8
14,90,DTH,1.22%,4.4,0.43%,2.8
14,91,DTH,1.22%,4.4,0.43%,2.8
14,92,DTH,1.22%,4.4,0.43%,2.8
14,93,DTH,1.22%,4.4,0.43%,2.8
14,94,DTH,1.22%,4.4,0.43%,2.8
14,95,DTH,1.22%,4.4,0.43%,2.8
14,87,EWH,1.22%,4.4,0.43%,2.8
14,88,EWH,1.22%,4.4,0.43%,2.8
14,89,EWH,1.22%,4.4,0.43%,2.8
14,90,EWH,1.22%,4.4,0.43%,2.8
14,91,EWH,1.22%,4.4,0.43%,2.8
14,92,EWH,1.22%,4.4,0.43%,2.8
14,93,EWH,1.22%,4.4,0.43%,2.8
14,94,EWH,1.22%,4.4,0.43%,2.8
14,95,EWH,1.22%,4.4,0.43%,2.8
14,88,FDL,1.22%,4.4,0.43%,2.8
14,89,FDL,1.22%,4.4,0.43%,2.8
14,90,FDL,1.22%,4.4,0.43%,2.8
14,91,FDL,1.22%,4.4,0.43%,2.8
14,92,FDL,1.22%,4.4,0.43%,2.8
14,93,FDL,1.22%,4.4,0.43%,2.8
14,94,FDL,1.22%,4.4,0.43%,2.8
14,95,FDL,1.22%,4.4,0.43%,2.8
14,82,FXE,1.22%,4.4,0.43%,2.8
14,83,FXE,1.22%,4.4,0.43%,2.8
14,84,FXE,1.22%,4.4,0.43%,2.8
14,85,FXE,1.22%,4.4,0.43%,2.8
14,86,FXE,1.22%,4.4,0.43%,2.8
14,87,FXE,1.22%,4.4,0.43%,2.8
14,88,FXE,1.22%,4.4,0.43%,2.8
14,89,FXE,1.22%,4.4,0.43%,2.8
14,90,FXE,1.22%,4.4,0.43%,2.8
14,91,FXE,1.22%,4.4,0.43%,2.8
14,92,FXE,1.22%,4.4,0.43%,2.8
14,93,FXE,1.22%,4.4,0.43%,2.8
14,94,FXE,1.22%,4.4,0.43%,2.8
14,95,FXE,1.22%,4.4,0.43%,2.8
14,86,IOO,1.22%,4.4,0.43%,2.8
14,87,IOO,1.22%,4.4,0.43%,2.8
14,88,IOO,1.22%,4.4,0.43%,2.8
14,89,IOO,1.22%,4.4,0.43%,2.8
14,90,IOO,1.22%,4.4,0.43%,2.8
14,91,IOO,1.22%,4.4,0.43%,2.8
14,92,IOO,1.22%,4.4,0.43%,2.8
14,93,IOO,1.22%,4.4,0.43%,2.8
14,94,IOO,1.22%,4.4,0.43%,2.8
14,95,IOO,1.22%,4.4,0.43%,2.8
14,82,RSPT,1.22%,4.4,0.43%,2.8
14,83,RSPT,1.22%,4.4,0.43%,2.8
14,84,RSPT,1.22%,4.4,0.43%,2.8
14,85,RSPT,1.22%,4.4,0.43%,2.8
14,86,RSPT,1.22%,4.4,0.43%,2.8
14,87,RSPT,1.22%,4.4,0.43%,2.8
14,88,RSPT,1.22%,4.4,0.43%,2.8
14,89,RSPT,1.22%,4.4,0.43%,2.8
14,90,RSPT,1.22%,4.4,0.43%,2.8
14,91,RSPT,1.22%,4.4,0.43%,2.8
14,92,RSPT,1.22%,4.4,0.43%,2.8
14,93,RSPT,1.22%,4.4,0.43%,2.8
14,94,RSPT,1.22%,4.4,0.43%,2.8
14,95,RSPT,1.22%,4.4,0.43%,2.8
14,89,SPTI,1.22%,4.4,0.43%,2.8
14,90,SPTI,1.22%,4.4,0.43%,2.8
14,91,SPTI,1.22%,4.4,0.43%,2.8
14,92,SPTI,1.22%,4.4,0.43%,2.8
14,93,SPTI,1.22%,4.4,0.43%,2.8
14,94,SPTI,1.22%,4.4,0.43%,2.8
14,95,SPTI,1.22%,4.4,0.43%,2.8
14,87,TQQQ,1.22%,4.4,0.43%,2.8
14,88,TQQQ,1.22%,4.4,0.43%,2.8
14,89,TQQQ,1.22%,4.4,0.43%,2.8
14,90,TQQQ,1.22%,4.4,0.43%,2.8
14,91,TQQQ,1.22%,4.4,0.43%,2.8
14,92,TQQQ,1.22%,4.4,0.43%,2.8
14,93,TQQQ,1.22%,4.4,0.43%,2.8
14,94,TQQQ,1.22%,4.4,0.43%,2.8
14,95,TQQQ,1.22%,4.4,0.43%,2.8
14,89,UNL,1.22%,4.4,0.43%,2.8
14,90,UNL,1.22%,4.4,0.43%,2.8
14,91,UNL,1.22%,4.4,0.43%,2.8
14,92,UNL,1.22%,4.4,0.43%,2.8
14,93,UNL,1.22%,4.4,0.43%,2.8
14,94,UNL,1.22%,4.4,0.43%,2.8
14,95,UNL,1.22%,4.4,0.43%,2.8
14,94,USCI,1.22%,4.4,0.43%,2.8
14,95,USCI,1.22%,4.4,0.43%,2.8
14,90,ZSL,1.22%,4.4,0.43%,2.8
14,91,ZSL,1.22%,4.4,0.43%,2.8
14,92,ZSL,1.22%,4.4,0.43%,2.8
14,93,ZSL,1.22%,4.4,0.43%,2.8
14,94,ZSL,1.22%,4.4,0.43%,2.8
14,95,ZSL,1.22%,4.4,0.43%,2.8
13,90,BIV,1.22%,4.4,0.43%,2.8
13,91,BIV,1.22%,4.4,0.43%,2.8
13,92,BIV,1.22%,4.4,0.43%,2.8
13,93,BIV,1.22%,4.4,0.43%,2.8
13,94,BIV,1.22%,4.4,0.43%,2.8
13,95,BIV,1.22%,4.4,0.43%,2.8
13,83,DHS,1.22%,4.4,0.43%,2.8
13,84,DHS,1.22%,4.4,0.43%,2.8
13,85,DHS,1.22%,4.4,0.43%,2.8
13,86,DHS,1.22%,4.4,0.43%,2.8
13,87,DHS,1.22%,4.4,0.43%,2.8
13,88,DHS,1.22%,4.4,0.43%,2.8
13,89,DHS,1.22%,4.4,0.43%,2.8
13,90,DHS,1.22%,4.4,0.43%,2.8
13,91,DHS,1.22%,4.4,0.43%,2.8
13,92,DHS,1.22%,4.4,0.43%,2.8
13,93,DHS,1.22%,4.4,0.43%,2.8
13,94,DHS,1.22%,4.4,0.43%,2.8
13,95,DHS,1.22%,4.4,0.43%,2.8
13,87,DTH,1.22%,4.4,0.43%,2.8
13,88,DTH,1.22%,4.4,0.43%,2.8
13,89,DTH,1.22%,4.4,0.43%,2.8
13,90,DTH,1.22%,4.4,0.43%,2.8
13,91,DTH,1.22%,4.4,0.43%,2.8
13,92,DTH,1.22%,4.4,0.43%,2.8
13,93,DTH,1.22%,4.4,0.43%,2.8
13,94,DTH,1.22%,4.4,0.43%,2.8
13,95,DTH,1.22%,4.4,0.43%,2.8
13,87,EWH,1.22%,4.4,0.43%,2.8
13,88,EWH,1.22%,4.4,0.43%,2.8
13,89,EWH,1.22%,4.4,0.43%,2.8
13,90,EWH,1.22%,4.4,0.43%,2.8
13,91,EWH,1.22%,4.4,0.43%,2.8
13,92,EWH,1.22%,4.4,0.43%,2.8
13,93,EWH,1.22%,4.4,0.43%,2.8
13,94,EWH,1.22%,4.4,0.43%,2.8
13,95,EWH,1.22%,4.4,0.43%,2.8
13,89,FDL,1.22%,4.4,0.43%,2.8
13,90,FDL,1.22%,4.4,0.43%,2.8
13,91,FDL,1.22%,4.4,0.43%,2.8
13,92,FDL,1.22%,4.4,0.43%,2.8
13,93,FDL,1.22%,4.4,0.43%,2.8
13,94,FDL,1.22%,4.4,0.43%,2.8
13,95,FDL,1.22%,4.4,0.43%,2.8
13,83,FXE,1.22%,4.4,0.43%,2.8
13,84,FXE,1.22%,4.4,0.43%,2.8
13,85,FXE,1.22%,4.4,0.43%,2.8
13,86,FXE,1.22%,4.4,0.43%,2.8
13,87,FXE,1.22%,4.4,0.43%,2.8
13,88,FXE,1.22%,4.4,0.43%,2.8
13,89,FXE,1.22%,4.4,0.43%,2.8
13,90,FXE,1.22%,4.4,0.43%,2.8
13,91,FXE,1.22%,4.4,0.43%,2.8
13,92,FXE,1.22%,4.4,0.43%,2.8
13,93,FXE,1.22%,4.4,0.43%,2.8
13,94,FXE,1.22%,4.4,0.43%,2.8
13,95,FXE,1.22%,4.4,0.43%,2.8
13,86,IOO,1.22%,4.4,0.43%,2.8
13,87,IOO,1.22%,4.4,0.43%,2.8
13,88,IOO,1.22%,4.4,0.43%,2.8
13,89,IOO,1.22%,4.4,0.43%,2.8
13,90,IOO,1.22%,4.4,0.43%,2.8
13,91,IOO,1.22%,4.4,0.43%,2.8
13,92,IOO,1.22%,4.4,0.43%,2.8
13,93,IOO,1.22%,4.4,0.43%,2.8
13,94,IOO,1.22%,4.4,0.43%,2.8
13,95,IOO,1.22%,4.4,0.43%,2.8
13,83,RSPT,1.22%,4.4,0.43%,2.8
13,84,RSPT,1.22%,4.4,0.43%,2.8
13,85,RSPT,1.22%,4.4,0.43%,2.8
13,86,RSPT,1.22%,4.4,0.43%,2.8
13,87,RSPT,1.22%,4.4,0.43%,2.8
13,88,RSPT,1.22%,4.4,0.43%,2.8
13,89,RSPT,1.22%,4.4,0.43%,2.8
13,90,RSPT,1.22%,4.4,0.43%,2.8
13,91,RSPT,1.22%,4.4,0.43%,2.8
13,92,RSPT,1.22%,4.4,0.43%,2.8
13,93,RSPT,1.22%,4.4,0.43%,2.8
13,94,RSPT,1.22%,4.4,0.43%,2.8
13,95,RSPT,1.22%,4.4,0.43%,2.8
13,90,SPTI,1.22%,4.4,0.43%,2.8
13,91,SPTI,1.22%,4.4,0.43%,2.8
13,92,SPTI,1.22%,4.4,0.43%,2.8
13,93,SPTI,1.22%,4.4,0.43%,2.8
13,94,SPTI,1.22%,4.4,0.43%,2.8
13,95,SPTI,1.22%,4.4,0.43%,2.8
13,88,TQQQ,1.22%,4.4,0.43%,2.8
13,89,TQQQ,1.22%,4.4,0.43%,2.8
13,90,TQQQ,1.22%,4.4,0.43%,2.8
13,91,TQQQ,1.22%,4.4,0.43%,2.8
13,92,TQQQ,1.22%,4.4,0.43%,2.8
13,93,TQQQ,1.22%,4.4,0.43%,2.8
13,94,TQQQ,1.22%,4.4,0.43%,2.8
13,95,TQQQ,1.22%,4.4,0.43%,2.8
13,90,UNL,1.22%,4.4,0.43%,2.8
13,91,UNL,1.22%,4.4,0.43%,2.8
13,92,UNL,1.22%,4.4,0.43%,2.8
13,93,UNL,1.22%,4.4,0.43%,2.8
13,94,UNL,1.22%,4.4,0.43%,2.8
13,95,UNL,1.22%,4.4,0.43%,2.8
13,94,USCI,1.22%,4.4,0.43%,2.8
13,95,USCI,1.22%,4.4,0.43%,2.8
13,91,ZSL,1.22%,4.4,0.43%,2.8
13,92,ZSL,1.22%,4.4,0.43%,2.8
13,93,ZSL,1.22%,4.4,0.43%,2.8
13,94,ZSL,1.22%,4.4,0.43%,2.8
13,95,ZSL,1.22%,4.4,0.43%,2.8
15,88,BIV,1.22%,4.4,0.43%,2.8
15,89,BIV,1.22%,4.4,0.43%,2.8
15,90,BIV,1.22%,4.4,0.43%,2.8
15,91,BIV,1.22%,4.4,0.43%,2.8
15,92,BIV,1.22%,4.4,0.43%,2.8
15,93,BIV,1.22%,4.4,0.43%,2.8
15,94,BIV,1.22%,4.4,0.43%,2.8
15,95,BIV,1.22%,4.4,0.43%,2.8
15,80,DHS,1.22%,4.4,0.43%,2.8
15,81,DHS,1.22%,4.4,0.43%,2.8
15,82,DHS,1.22%,4.4,0.43%,2.8
15,83,DHS,1.22%,4.4,0.43%,2.8
15,84,DHS,1.22%,4.4,0.43%,2.8
15,85,DHS,1.22%,4.4,0.43%,2.8
15,86,DHS,1.22%,4.4,0.43%,2.8
15,87,DHS,1.22%,4.4,0.43%,2.8
15,88,DHS,1.22%,4.4,0.43%,2.8
15,89,DHS,1.22%,4.4,0.43%,2.8
15,90,DHS,1.22%,4.4,0.43%,2.8
15,91,DHS,1.22%,4.4,0.43%,2.8
15,92,DHS,1.22%,4.4,0.43%,2.8
15,93,DHS,1.22%,4.4,0.43%,2.8
15,94,DHS,1.22%,4.4,0.43%,2.8
15,95,DHS,1.22%,4.4,0.43%,2.8
15,85,DTH,1.22%,4.4,0.43%,2.8
15,86,DTH,1.22%,4.4,0.43%,2.8
15,87,DTH,1.22%,4.4,0.43%,2.8
15,88,DTH,1.22%,4.4,0.43%,2.8
15,89,DTH,1.22%,4.4,0.43%,2.8
15,90,DTH,1.22%,4.4,0.43%,2.8
15,91,DTH,1.22%,4.4,0.43%,2.8
15,92,DTH,1.22%,4.4,0.43%,2.8
15,93,DTH,1.22%,4.4,0.43%,2.8
15,94,DTH,1.22%,4.4,0.43%,2.8
15,95,DTH,1.22%,4.4,0.43%,2.8
15,86,EWH,1.22%,4.4,0.43%,2.8
15,87,EWH,1.22%,4.4,0.43%,2.8
15,88,EWH,1.22%,4.4,0.43%,2.8
15,89,EWH,1.22%,4.4,0.43%,2.8
15,90,EWH,1.22%,4.4,0.43%,2.8
15,91,EWH,1.22%,4.4,0.43%,2.8
15,92,EWH,1.22%,4.4,0.43%,2.8
15,93,EWH,1.22%,4.4,0.43%,2.8
15,94,EWH,1.22%,4.4,0.43%,2.8
15,95,EWH,1.22%,4.4,0.43%,2.8
15,86,FDL,1.22%,4.4,0.43%,2.8
15,87,FDL,1.22%,4.4,0.43%,2.8
15,88,FDL,1.22%,4.4,0.43%,2.8
15,89,FDL,1.22%,4.4,0.43%,2.8
15,90,FDL,1.22%,4.4,0.43%,2.8
15,91,FDL,1.22%,4.4,0.43%,2.8
15,92,FDL,1.22%,4.4,0.43%,2.8
15,93,FDL,1.22%,4.4,0.43%,2.8
15,94,FDL,1.22%,4.4,0.43%,2.8
15,95,FDL,1.22%,4.4,0.43%,2.8
15,81,FXE,1.22%,4.4,0.43%,2.8
15,82,FXE,1.22%,4.4,0.43%,2.8
15,83,FXE,1.22%,4.4,0.43%,2.8
15,84,FXE,1.22%,4.4,0.43%,2.8
15,85,FXE,1.22%,4.4,0.43%,2.8
15,86,FXE,1.22%,4.4,0.43%,2.8
15,87,FXE,1.22%,4.4,0.43%,2.8
15,88,FXE,1.22%,4.4,0.43%,2.8
15,89,FXE,1.22%,4.4,0.43%,2.8
15,90,FXE,1.22%,4.4,0.43%,2.8
15,91,FXE,1.22%,4.4,0.43%,2.8
15,92,FXE,1.22%,4.4,0.43%,2.8
15,93,FXE,1.22%,4.4,0.43%,2.8
15,94,FXE,1.22%,4.4,0.43%,2.8
15,95,FXE,1.22%,4.4,0.43%,2.8
15,85,IOO,1.22%,4.4,0.43%,2.8
15,86,IOO,1.22%,4.4,0.43%,2.8
15,87,IOO,1.22%,4.4,0.43%,2.8
15,88,IOO,1.22%,4.4,0.43%,2.8
15,89,IOO,1.22%,4.4,0.43%,2.8
15,90,IOO,1.22%,4.4,0.43%,2.8
15,91,IOO,1.22%,4.4,0.43%,2.8
15,92,IOO,1.22%,4.4,0.43%,2.8
15,93,IOO,1.22%,4.4,0.43%,2.8
15,94,IOO,1.22%,4.4,0.43%,2.8
15,95,IOO,1.22%,4.4,0.43%,2.8
15,81,RSPT,1.22%,4.4,0.43%,2.8
15,82,RSPT,1.22%,4.4,0.43%,2.8
15,83,RSPT,1.22%,4.4,0.43%,2.8
15,84,RSPT,1.22%,4.4,0.43%,2.8
15,85,RSPT,1.22%,4.4,0.43%,2.8
15,86,RSPT,1.22%,4.4,0.43%,2.8
15,87,RSPT,1.22%,4.4,0.43%,2.8
15,88,RSPT,1.22%,4.4,0.43%,2.8
15,89,RSPT,1.22%,4.4,0.43%,2.8
15,90,RSPT,1.22%,4.4,0.43%,2.8
15,91,RSPT,1.22%,4.4,0.43%,2.8
15,92,RSPT,1.22%,4.4,0.43%,2.8
15,93,RSPT,1.22%,4.4,0.43%,2.8
15,94,RSPT,1.22%,4.4,0.43%,2.8
15,95,RSPT,1.22%,4.4,0.43%,2.8
15,88,SPTI,1.22%,4.4,0.43%,2.8
15,89,SPTI,1.22%,4.4,0.43%,2.8
15,90,SPTI,1.22%,4.4,0.43%,2.8
15,91,SPTI,1.22%,4.4,0.43%,2.8
15,92,SPTI,1.22%,4.4,0.43%,2.8
15,93,SPTI,1.22%,4.4,0.43%,2.8
15,94,SPTI,1.22%,4.4,0.43%,2.8
15,95,SPTI,1.22%,4.4,0.43%,2.8
15,86,TQQQ,1.22%,4.4,0.43%,2.8
15,87,TQQQ,1.22%,4.4,0.43%,2.8
15,88,TQQQ,1.22%,4.4,0.43%,2.8
15,89,TQQQ,1.22%,4.4,0.43%,2.8
15,90,TQQQ,1.22%,4.4,0.43%,2.8
15,91,TQQQ,1.22%,4.4,0.43%,2.8
15,92,TQQQ,1.22%,4.4,0.43%,2.8
15,93,TQQQ,1.22%,4.4,0.43%,2.8
15,94,TQQQ,1.22%,4.4,0.43%,2.8
15,95,TQQQ,1.22%,4.4,0.43%,2.8
15,89,UNL,1.22%,4.4,0.43%,2.8
15,90,UNL,1.22%,4.4,0.43%,2.8
15,91,UNL,1.22%,4.4,0.43%,2.8
15,92,UNL,1.22%,4.4,0.43%,2.8
15,93,UNL,1.22%,4.4,0.43%,2.8
15,94,UNL,1.22%,4.4,0.43%,2.8
15,95,UNL,1.22%,4.4,0.43%,2.8
15,93,USCI,1.22%,4.4,0.43%,2.8
15,94,USCI,1.22%,4.4,0.43%,2.8
15,95,USCI,1.22%,4.4,0.43%,2.8
15,90,ZSL,1.22%,4.4,0.43%,2.8
15,91,ZSL,1.22%,4.4,0.43%,2.8
15,92,ZSL,1.22%,4.4,0.43%,2.8
15,93,ZSL,1.22%,4.4,0.43%,2.8
15,94,ZSL,1.22%,4.4,0.43%,2.8
15,95,ZSL,1.22%,4.4,0.43%,2.8
6,95,BIV,1.21%,4.4,0.43%,2.8
7,94,BIV,1.21%,4.4,0.43%,2.8
7,95,BIV,1.21%,4.4,0.43%,2.8
8,94,BIV,1.21%,4.4,0.43%,2.8
8,95,BIV,1.21%,4.4,0.43%,2.8
9,93,BIV,1.21%,4.4,0.43%,2.8
9,94,BIV,1.21%,4.4,0.43%,2.8
9,95,BIV,1.21%,4.4,0.43%,2.8
10,92,BIV,1.21%,4.4,0.43%,2.8
10,93,BIV,1.21%,4.4,0.43%,2.8
10,94,BIV,1.21%,4.4,0.43%,2.8
10,95,BIV,1.21%,4.4,0.43%,2.8
6,95,DHS,1.21%,4.4,0.43%,2.8
7,93,DHS,1.21%,4.4,0.43%,2.8
7,94,DHS,1.21%,4.4,0.43%,2.8
7,95,DHS,1.21%,4.4,0.43%,2.8
8,91,DHS,1.21%,4.4,0.43%,2.8
8,92,DHS,1.21%,4.4,0.43%,2.8
8,93,DHS,1.21%,4.4,0.43%,2.8
8,94,DHS,1.21%,4.4,0.43%,2.8
8,95,DHS,1.21%,4.4,0.43%,2.8
9,89,DHS,1.21%,4.4,0.43%,2.8
9,90,DHS,1.21%,4.4,0.43%,2.8
9,91,DHS,1.21%,4.4,0.43%,2.8
9,92,DHS,1.21%,4.4,0.43%,2.8
9,93,DHS,1.21%,4.4,0.43%,2.8
9,94,DHS,1.21%,4.4,0.43%,2.8
9,95,DHS,1.21%,4.4,0.43%,2.8
10,88,DHS,1.21%,4.4,0.43%,2.8
10,89,DHS,1.21%,4.4,0.43%,2.8
10,90,DHS,1.21%,4.4,0.43%,2.8
10,91,DHS,1.21%,4.4,0.43%,2.8
10,92,DHS,1.21%,4.4,0.43%,2.8
10,93,DHS,1.21%,4.4,0.43%,2.8
10,94,DHS,1.21%,4.4,0.43%,2.8
10,95,DHS,1.21%,4.4,0.43%,2.8
6,95,DTH,1.21%,4.4,0.43%,2.8
7,94,DTH,1.21%,4.4,0.43%,2.8
7,95,DTH,1.21%,4.4,0.43%,2.8
8,92,DTH,1.21%,4.4,0.43%,2.8
8,93,DTH,1.21%,4.4,0.43%,2.8
